Index; Text; Cause; Effect; Offset_Sentence2; Offset_Sentence3; Cause_Start; Cause_End; Effect_Start; Effect_End; Sentence
0236.00013.2;Berenberg Bank raised Smith & Nephew from a hold rating to a buy rating in a research report on Tuesday, July 23rd. Four equities research analysts have rated the stock with a hold rating and four have assigned a buy rating to the company. The stock has a consensus rating of Buy and an average target price of $27.50.;Four equities research analysts have rated the stock with a hold rating and four have assigned a buy rating to the company.;The stock has a consensus rating of Buy and an average target price of $27.50.;115.0;239.0;116.0;239.0;240.0;318.0;Berenberg Bank raised Smith & Nephew from a hold rating to a buy rating in a research report on Tuesday, July 23rd. <e1>Four equities research analysts have rated the stock with a hold rating and four have assigned a buy rating to the company.</e1> <e2>The stock has a consensus rating of Buy and an average target price of $27.50.</e2>
0174.00160;John Tumazos  The volumes fell a lot in the industrial cylinders double-digit, and around 5% in the consumer cylinders. Was there anything in particular that might explain that? John McConnell  Yes, that's a great question, we should have mentioned earlier, 90% of that decline is because of the divestitures.;John McConnell  Yes, that's a great question, we should have mentioned earlier, 90% of that decline is because of the divestitures.;John Tumazos  The volumes fell a lot in the industrial cylinders double-digit, and around 5% in the consumer cylinders.;119.0;177.0;178.0;309.0;0.0;119.0;<e2>John Tumazos  The volumes fell a lot in the industrial cylinders double-digit, and around 5% in the consumer cylinders.</e2> Was there anything in particular that might explain that? <e1>John McConnell  Yes, that's a great question, we should have mentioned earlier, 90% of that decline is because of the divestitures.</e1>
0062.00007; The company was struggling with debts approaching 2 billion pounds, or nearly $2.5 billion, forcing it to enter negotiations with shareholders and creditors to obtain at least an additional £200 million that eventually failed.; The company was struggling with debts approaching 2 billion pounds, or nearly $2.5 billion; it to enter negotiations with shareholders and creditors to obtain at least an additional £200 million that eventually failed.; ; ;0.0;90.0;100.0;226.0; <e1>The company was struggling with debts approaching 2 billion pounds, or nearly $2.5 billion</e1>, forcing <e2>it to enter negotiations with shareholders and creditors to obtain at least an additional £200 million that eventually failed.</e2>
0303.00007; Twenty-five years later, with the land cleaned up and Front Royal increasingly attractive to tourists and former city dwellers, officials announced plans for a data center and retail complex that would bring 600 jobs and act as a catalyst for other projects.; Twenty-five years later, with the land cleaned up and Front Royal increasingly attractive to tourists and former city dwellers, officials announced plans for a data center and retail complex; would bring 600 jobs and act as a catalyst for other projects.; ; ;0.0;190.0;196.0;258.0; <e1>Twenty-five years later, with the land cleaned up and Front Royal increasingly attractive to tourists and former city dwellers, officials announced plans for a data center and retail complex</e1> that <e2>would bring 600 jobs and act as a catalyst for other projects.</e2>
0201.00001.1; Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF Plans  -  Dividend of $0.06 (NYSEARCA:XRLV) Tweet  Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF (NYSEARCA:XRLV) declared a  -  dividend on Monday, September 23rd, Wall Street Journal reports. Shareholders of record on Tuesday, September 24th will be paid a dividend of 0.0559 per share on Monday, September 30th. This represents a yield of 1.7%.; Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF Plans  -  Dividend of $0.06 (NYSEARCA:XRLV) Tweet  Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF (NYSEARCA:XRLV) declared a  -  dividend on Monday, September 23rd, Wall Street Journal reports.; Shareholders of record on Tuesday, September 24th will be paid a dividend of 0.0559 per share on Monday, September 30th.; 252; 373;0.0;252.0;253.0;373.0; <e1>Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF Plans  -  Dividend of $0.06 (NYSEARCA:XRLV) Tweet  Invesco S&P 500 ex-Rate Sensitive Low Volatility ETF (NYSEARCA:XRLV) declared a  -  dividend on Monday, September 23rd, Wall Street Journal reports.</e1> <e2>Shareholders of record on Tuesday, September 24th will be paid a dividend of 0.0559 per share on Monday, September 30th.</e2> This represents a yield of 1.7%.
0100.00019; Americans burn about 400 million gallons of gasoline a day, so a 25 cent increase would cost consumers about $100 million a day.; Americans burn about 400 million gallons of gasoline a day; a 25 cent increase would cost consumers about $100 million a day.; ; ;0.0;58.0;63.0;128.0; <e1>Americans burn about 400 million gallons of gasoline a day</e1>, so <e2>a 25 cent increase would cost consumers about $100 million a day.</e2>
0135.00004;Shares of NASDAQ:VXUS traded down $0.51 during trading on Tuesday, reaching $51.83.;Shares of NASDAQ:VXUS traded down $0.51 during trading on Tuesday;reaching $51.83.;;;0.0;65.0;67.0;83.0;<e1>Shares of NASDAQ:VXUS traded down $0.51 during trading on Tuesday</e1>, <e2>reaching $51.83.</e2>
0076.00003; Shopify has a consensus target price of $334.16, indicating a potential downside of 1.23%.; Shopify has a consensus target price of $334.16; a potential downside of 1.23%.; ; ;0.0;47.0;60.0;90.0; <e1>Shopify has a consensus target price of $334.16</e1>, indicating <e2>a potential downside of 1.23%.</e2>
0037.00017; PetroVietnam has meanwhile said international companies have spent almost US$10 billion searching for crude oil with little success.; searching for crude oil with little success.; PetroVietnam has meanwhile said international companies have spent almost US$10 billion; ; ;88.0;132.0;0.0;87.0; <e2>PetroVietnam has meanwhile said international companies have spent almost US$10 billion</e2> <e1>searching for crude oil with little success.</e1>
0112.00016; With Restaurant Brands at $72.59, for example, investors can sell the January $70 put for $2.80 and buy the January $75 call for $3.20.; With Restaurant Brands at $72.59; investors can sell the January $70 put for $2.80 and buy the January $75 call for $3.20.; ; ;0.0;32.0;47.0;135.0; <e1>With Restaurant Brands at $72.59</e1>, for example, <e2>investors can sell the January $70 put for $2.80 and buy the January $75 call for $3.20.</e2>
0469.00001; Today, the ECB has actually delivered almost everything that investors wanted. As expected, the deposit rate has been lowered to minus 0.5%.; Today, the ECB has actually delivered almost everything that investors wanted.; As expected, the deposit rate has been lowered to minus 0.5%.; 78; ;0.0;78.0;79.0;140.0; <e1>Today, the ECB has actually delivered almost everything that investors wanted.</e1> <e2>As expected, the deposit rate has been lowered to minus 0.5%.</e2>
0218.00007; China Biologic Products Holdings Inc., up $10.85 to $113.99  The biotechnology company received an offer from a group of potential buyers looking to take it private.; The biotechnology company received an offer from a group of potential buyers looking to take it private.; China Biologic Products Holdings Inc., up $10.85 to $113.99; ; ;61.0;165.0;0.0;59.0; <e2>China Biologic Products Holdings Inc., up $10.85 to $113.99</e2>  <e1>The biotechnology company received an offer from a group of potential buyers looking to take it private.</e1>
0568.00002; REUTERS/Aly Song/File Photo (Reuters) - Tencent Holdings Ltd and private equity partner Hammer Capital have offered $16 per share to buy out the other shareholders in Chinese car comparison website Bitauto Holdings Ltd, valuing the company at just under $1.2 billion.; Tencent Holdings Ltd and private equity partner Hammer Capital have offered $16 per share to buy out the other shareholders in Chinese car comparison website Bitauto Holdings Ltd; valuing the company at just under $1.2 billion.; ; ;40.0;218.0;220.0;267.0; REUTERS/Aly Song/File Photo (Reuters) - <e1>Tencent Holdings Ltd and private equity partner Hammer Capital have offered $16 per share to buy out the other shareholders in Chinese car comparison website Bitauto Holdings Ltd</e1>, <e2>valuing the company at just under $1.2 billion.</e2>
